account_id,company_name,industry,tier,arr,renewal_date,days_to_renewal,health_score,login_drop_rate,support_tickets,resolution_time_hours,payment_failures,nps_score,license_utilization,storage_utilization,feature_usage_score,churn_risk_label,upsell_opportunity_label,last_contact_date
ACC-1395,Company-1395,Finance,Enterprise,125238,2026-11-24,296,70,0.37,6,23,0,4,0.42,0.66,26,1,0,2026-01-14
ACC-1396,Company-1396,Finance,Basic,17446,2026-04-08,66,95,0.11,0,20,0,6,0.64,0.8,87,0,1,2025-12-28
ACC-1397,Company-1397,Retail,Basic,5727,2026-02-06,5,69,0.39,6,17,0,5,0.74,0.82,11,1,0,2026-01-25
ACC-1398,Company-1398,Retail,Basic,19198,2026-01-13,-19,79,0.43,0,8,0,10,0.94,0.38,63,0,1,2025-12-14
ACC-1399,Company-1399,Retail,Enterprise,233143,2026-09-19,230,78,0.45,0,42,0,10,0.29,0.3,87,0,0,2025-12-04
ACC-1400,Company-1400,Manufacturing,Pro,49857,2027-01-15,348,69,0.35,7,27,0,7,0.75,0.47,79,0,0,2025-12-29
ACC-1401,Company-1401,Finance,Basic,14550,2026-12-28,330,77,0.43,1,36,0,6,0.18,0.76,50,0,1,2025-12-04
ACC-1402,Company-1402,Finance,Basic,6210,2026-02-15,14,64,0.45,7,19,0,7,0.48,0.52,74,1,0,2026-01-13
ACC-1403,Company-1403,Technology,Enterprise,116459,2026-07-24,173,83,0.07,7,3,0,4,0.94,0.39,36,1,0,2026-01-22
ACC-1404,Company-1404,Manufacturing,Pro,47612,2026-07-19,168,68,0.48,4,36,0,6,0.77,0.5,80,0,0,2026-01-20
ACC-1405,Company-1405,Manufacturing,Pro,32030,2026-11-28,300,79,0.11,8,26,0,4,0.49,0.28,20,1,0,2026-01-20
ACC-1406,Company-1406,Technology,Basic,10610,2026-04-07,65,82,0.36,0,17,0,8,0.77,0.14,75,0,0,2026-01-02
ACC-1407,Company-1407,Technology,Basic,13171,2026-10-21,262,79,0.23,5,37,0,9,0.94,0.66,82,0,1,2025-12-19
ACC-1408,Company-1408,Technology,Basic,14107,2026-06-09,128,78,0.28,4,2,0,4,0.82,0.78,80,0,1,2026-01-28
ACC-1409,Company-1409,Healthcare,Pro,38495,2026-09-17,228,78,0.13,8,23,0,5,0.19,0.69,91,1,0,2025-12-24
ACC-1410,Company-1410,Retail,Enterprise,88381,2027-01-04,337,83,0.23,3,34,0,8,0.96,0.53,43,0,1,2026-01-14
ACC-1411,Company-1411,Manufacturing,Pro,27522,2026-12-30,332,74,0.28,6,19,0,6,0.26,0.7,13,0,0,2025-12-07
ACC-1412,Company-1412,Technology,Pro,24584,2026-09-24,235,68,0.45,5,45,0,10,0.48,0.72,79,0,0,2025-12-11
ACC-1413,Company-1413,Healthcare,Enterprise,160170,2026-04-23,81,65,0.43,7,10,0,7,0.12,0.44,73,1,0,2025-12-20
ACC-1414,Company-1414,Healthcare,Basic,8304,2026-01-12,-20,90,0.17,1,25,0,6,0.57,0.62,12,0,0,2025-12-20
ACC-1415,Company-1415,Finance,Basic,10767,2026-09-04,215,82,0.37,0,28,0,8,0.36,0.51,18,0,0,2025-12-13
ACC-1416,Company-1416,Manufacturing,Basic,19791,2026-02-24,23,85,0.06,6,31,0,4,0.89,0.96,45,1,0,2025-12-31
ACC-1417,Company-1417,Retail,Pro,46068,2026-04-25,83,94,0.12,0,15,0,9,0.35,0.24,36,0,0,2025-12-15
ACC-1418,Company-1418,Finance,Enterprise,87290,2026-10-18,259,83,0.3,1,43,0,10,0.19,0.92,84,0,1,2025-12-19
ACC-1419,Company-1419,Technology,Basic,13102,2026-09-20,231,67,0.47,5,3,0,7,0.13,0.77,93,0,1,2026-01-04
ACC-1420,Company-1420,Manufacturing,Basic,6573,2026-03-05,32,87,0.14,3,46,0,10,0.19,0.62,91,0,0,2026-01-21
ACC-1421,Company-1421,Technology,Basic,5232,2026-02-04,3,62,0.04,8,34,1,4,0.25,0.25,56,1,0,2026-01-17
ACC-1422,Company-1422,Finance,Basic,13230,2026-10-19,260,76,0.49,0,26,0,9,0.94,0.79,27,0,1,2025-12-25
ACC-1423,Company-1423,Retail,Pro,34329,2026-03-06,33,83,0.22,3,46,0,7,0.13,0.75,79,0,0,2025-12-16
ACC-1424,Company-1424,Technology,Basic,12963,2026-11-24,296,76,0.33,4,8,0,7,0.15,0.68,98,0,0,2026-01-22
ACC-1425,Company-1425,Manufacturing,Basic,16451,2026-05-30,118,88,0.09,4,27,0,7,0.35,0.72,41,0,0,2026-01-18
ACC-1426,Company-1426,Finance,Pro,43139,2026-10-06,247,71,0.31,7,33,0,6,0.53,0.75,72,0,0,2026-01-22
ACC-1427,Company-1427,Healthcare,Pro,47354,2026-12-30,332,82,0.16,5,2,0,10,0.33,0.85,48,0,1,2026-01-03
ACC-1428,Company-1428,Retail,Pro,29476,2026-03-27,54,75,0.42,2,9,0,9,0.44,0.49,40,0,0,2025-12-18
ACC-1429,Company-1429,Healthcare,Basic,13092,2026-09-21,232,71,0.26,8,15,0,10,0.46,0.6,95,0,0,2026-01-08
ACC-1430,Company-1430,Manufacturing,Enterprise,224953,2026-03-26,53,85,0.27,1,7,0,10,0.2,0.46,59,0,0,2025-12-30
ACC-1431,Company-1431,Technology,Basic,12193,2026-07-24,173,98,0.04,0,39,0,9,0.7,0.23,38,0,0,2026-01-29
ACC-1432,Company-1432,Technology,Enterprise,168366,2026-05-17,105,89,0.06,4,14,0,4,0.14,0.87,83,0,1,2026-01-06
ACC-1433,Company-1433,Healthcare,Enterprise,189702,2026-12-18,320,78,0.24,5,13,0,7,0.9,0.35,25,0,1,2025-12-07
ACC-1434,Company-1434,Finance,Pro,20394,2026-01-03,-29,76,0.32,4,28,0,7,0.51,0.25,64,0,0,2025-12-08
ACC-1435,Company-1435,Retail,Basic,5668,2026-04-24,82,77,0.47,0,38,0,6,0.96,0.33,58,0,1,2026-01-16
ACC-1436,Company-1436,Retail,Pro,46098,2026-02-14,13,78,0.13,8,27,0,6,0.64,0.34,84,0,0,2026-01-29
ACC-1437,Company-1437,Finance,Enterprise,83230,2026-02-18,17,91,0.14,1,17,0,10,1.0,0.78,99,0,1,2026-01-10
ACC-1438,Company-1438,Technology,Basic,18146,2026-10-14,255,79,0.31,3,16,0,4,0.18,0.28,78,0,0,2026-01-02
ACC-1439,Company-1439,Technology,Enterprise,184552,2026-02-16,15,93,0.15,0,47,0,7,0.74,0.92,65,0,1,2026-01-23
ACC-1440,Company-1440,Manufacturing,Enterprise,217656,2026-11-16,288,79,0.23,5,14,0,5,0.67,0.76,20,0,1,2025-12-11
ACC-1441,Company-1441,Retail,Enterprise,213049,2026-06-18,137,72,0.24,8,25,0,5,0.72,0.3,78,1,0,2026-01-08
ACC-1442,Company-1442,Manufacturing,Pro,39342,2026-09-22,233,76,0.32,4,28,0,6,0.63,0.43,55,0,0,2026-01-24
ACC-1443,Company-1443,Retail,Pro,36137,2026-06-01,120,84,0.33,0,8,0,4,0.96,0.83,34,0,1,2025-12-25
ACC-1444,Company-1444,Manufacturing,Pro,37801,2026-06-29,148,73,0.26,7,27,0,9,0.11,0.96,80,0,1,2025-12-03
ACC-1445,Company-1445,Manufacturing,Basic,6424,2026-03-15,42,91,0.15,1,24,0,9,0.62,0.59,70,0,0,2025-12-06
ACC-1446,Company-1446,Retail,Pro,23507,2026-12-09,311,95,0.07,1,28,0,6,0.4,0.62,68,0,0,2025-12-03
ACC-1447,Company-1447,Manufacturing,Enterprise,214266,2026-06-01,120,44,0.45,7,42,1,7,0.67,0.33,52,1,0,2025-12-12
ACC-1448,Company-1448,Retail,Enterprise,50043,2026-11-20,292,85,0.07,6,30,0,5,0.43,0.44,43,1,0,2026-01-10
ACC-1449,Company-1449,Finance,Pro,21433,2026-06-29,148,90,0.2,0,6,0,4,0.53,0.17,91,0,0,2026-01-22
ACC-1450,Company-1450,Retail,Basic,10552,2026-03-28,55,98,0.05,0,43,0,4,0.39,0.31,15,0,0,2026-01-01
ACC-1451,Company-1451,Technology,Basic,19299,2026-09-10,221,69,0.42,5,5,0,9,0.39,0.32,94,0,0,2026-01-09
ACC-1452,Company-1452,Technology,Enterprise,217831,2026-01-08,-24,80,0.25,4,37,0,6,0.6,0.44,75,0,0,2026-01-07
ACC-1453,Company-1453,Technology,Enterprise,93648,2026-04-16,74,86,0.2,2,46,0,7,0.97,0.35,68,0,1,2025-12-11
ACC-1454,Company-1454,Finance,Enterprise,241037,2026-01-14,-18,67,0.38,7,35,0,9,0.44,0.44,33,0,0,2025-12-18
ACC-1455,Company-1455,Manufacturing,Enterprise,100845,2026-06-19,138,85,0.03,7,26,0,5,0.57,0.44,76,1,0,2025-12-09
ACC-1456,Company-1456,Retail,Enterprise,176327,2026-04-13,71,90,0.04,4,7,0,6,0.5,0.69,15,0,0,2025-12-19
ACC-1457,Company-1457,Retail,Enterprise,237286,2026-11-22,294,73,0.23,8,30,0,4,0.35,0.53,40,1,0,2026-01-27
ACC-1458,Company-1458,Technology,Basic,10312,2026-01-28,-4,84,0.09,6,13,0,10,0.99,0.18,10,0,1,2025-12-12
ACC-1459,Company-1459,Retail,Enterprise,77171,2026-03-20,47,77,0.18,7,3,0,8,0.7,0.49,11,0,0,2025-12-19
ACC-1460,Company-1460,Finance,Pro,25845,2026-01-09,-23,85,0.23,2,42,0,7,0.55,0.91,35,0,1,2026-01-13
ACC-1461,Company-1461,Finance,Pro,30453,2026-11-26,298,76,0.28,5,25,0,9,0.17,0.79,43,0,1,2025-12-23
ACC-1462,Company-1462,Finance,Enterprise,149404,2026-12-06,308,71,0.39,5,10,0,6,0.96,0.53,84,0,1,2025-12-12
ACC-1463,Company-1463,Technology,Enterprise,124401,2026-08-31,211,78,0.12,8,28,0,8,0.6,0.87,30,0,1,2026-01-24
ACC-1464,Company-1464,Technology,Basic,8604,2026-07-08,157,77,0.47,0,31,0,7,0.82,0.66,81,0,1,2026-01-05
ACC-1465,Company-1465,Retail,Enterprise,118724,2026-02-07,6,74,0.24,7,38,0,10,0.37,0.58,27,0,0,2026-01-28
ACC-1466,Company-1466,Retail,Basic,14460,2026-08-19,199,70,0.41,5,40,0,4,0.77,0.31,65,1,0,2025-12-15
ACC-1467,Company-1467,Technology,Pro,30682,2026-12-12,314,68,0.49,4,24,0,10,0.66,0.53,79,0,0,2026-01-20
ACC-1468,Company-1468,Manufacturing,Enterprise,214589,2026-10-27,268,82,0.21,4,21,0,5,0.17,0.43,98,0,0,2025-12-12
ACC-1469,Company-1469,Manufacturing,Enterprise,230556,2027-01-21,354,98,0.04,0,12,0,7,0.55,0.15,22,0,0,2025-12-07
ACC-1470,Company-1470,Finance,Basic,18775,2026-05-28,116,81,0.11,7,32,0,5,0.99,0.46,65,1,0,2026-01-24
ACC-1471,Company-1471,Manufacturing,Basic,14988,2026-11-10,282,70,0.28,8,7,0,8,0.42,0.91,46,0,1,2025-12-24
ACC-1472,Company-1472,Healthcare,Pro,26380,2026-04-10,68,65,0.03,7,4,1,10,0.58,0.11,80,1,0,2026-01-28
ACC-1473,Company-1473,Manufacturing,Basic,5109,2026-10-08,249,84,0.25,2,26,0,10,0.27,0.61,21,0,0,2026-01-17
ACC-1474,Company-1474,Manufacturing,Basic,14330,2026-12-27,329,76,0.29,5,23,0,9,0.61,0.65,41,0,0,2026-01-02
ACC-1475,Company-1475,Manufacturing,Basic,11287,2026-11-21,293,85,0.23,2,44,0,6,0.48,0.14,26,0,0,2026-01-20
ACC-1476,Company-1476,Manufacturing,Enterprise,66656,2026-02-12,11,85,0.1,5,40,0,4,0.48,0.25,69,0,0,2025-12-11
ACC-1477,Company-1477,Technology,Pro,39504,2026-08-20,200,81,0.35,1,31,0,10,0.34,0.65,85,0,0,2026-01-16
ACC-1478,Company-1478,Manufacturing,Pro,28162,2026-10-09,250,89,0.14,2,32,0,5,0.99,0.36,95,0,1,2025-12-23
ACC-1479,Company-1479,Retail,Basic,11054,2026-08-29,209,76,0.2,7,18,0,7,0.52,0.89,45,0,1,2025-12-03
ACC-1480,Company-1480,Technology,Basic,6367,2026-01-17,-15,75,0.3,5,35,0,8,0.76,0.42,90,0,0,2025-12-07
ACC-1481,Company-1481,Technology,Basic,19430,2026-05-09,97,76,0.36,3,45,0,7,1.0,0.4,49,0,1,2025-12-16
ACC-1482,Company-1482,Manufacturing,Basic,13609,2026-06-11,130,87,0.15,3,8,0,8,0.24,0.99,49,0,1,2026-01-19
ACC-1483,Company-1483,Healthcare,Enterprise,136954,2026-01-07,-25,85,0.15,4,35,0,6,0.38,0.21,15,0,0,2025-12-11
ACC-1484,Company-1484,Manufacturing,Basic,9840,2026-04-06,64,81,0.23,4,23,0,8,0.45,0.56,100,0,0,2025-12-23
ACC-1485,Company-1485,Technology,Basic,9204,2026-08-03,183,65,0.15,4,5,1,9,0.32,0.54,53,1,0,2026-01-08
ACC-1486,Company-1486,Healthcare,Enterprise,173817,2026-12-16,318,82,0.24,3,29,0,6,0.28,0.77,66,0,1,2026-01-18
ACC-1487,Company-1487,Healthcare,Basic,16196,2026-12-30,332,74,0.25,7,29,0,8,0.89,0.5,86,0,1,2026-01-06
ACC-1488,Company-1488,Healthcare,Basic,8427,2027-01-28,361,75,0.39,3,28,0,5,0.55,0.35,97,0,0,2025-12-19
ACC-1489,Company-1489,Finance,Pro,27881,2026-05-24,112,83,0.27,2,18,0,9,0.33,0.52,68,0,0,2025-12-13
ACC-1490,Company-1490,Healthcare,Enterprise,155257,2026-12-12,314,83,0.27,2,22,0,10,0.48,0.53,53,0,0,2025-12-30
ACC-1491,Company-1491,Retail,Enterprise,173676,2026-05-24,112,84,0.04,7,13,0,9,0.78,0.67,45,0,0,2025-12-25
ACC-1492,Company-1492,Finance,Pro,44470,2026-04-10,68,76,0.28,5,16,0,9,0.24,0.46,70,0,0,2025-12-10
ACC-1493,Company-1493,Retail,Enterprise,235814,2026-01-10,-22,62,0.44,8,10,0,9,0.5,0.54,75,1,0,2025-12-26
ACC-1494,Company-1494,Manufacturing,Pro,39602,2026-01-02,-30,84,0.05,7,42,0,9,0.21,0.78,78,0,1,2025-12-21
ACC-1495,Company-1495,Manufacturing,Basic,5858,2026-09-01,212,87,0.19,2,17,0,4,0.54,0.49,58,0,0,2025-12-14
ACC-1496,Company-1496,Healthcare,Enterprise,64958,2026-09-02,213,65,0.39,8,14,0,5,0.39,0.79,73,1,0,2025-12-23
ACC-1497,Company-1497,Finance,Enterprise,86168,2027-01-11,344,75,0.42,2,2,0,10,0.8,0.54,29,0,0,2025-12-17
ACC-1498,Company-1498,Technology,Enterprise,134304,2026-09-16,227,70,0.48,3,25,0,5,0.65,0.45,58,1,0,2026-01-17
ACC-1499,Company-1499,Retail,Enterprise,61773,2026-07-06,155,88,0.25,0,35,0,5,0.53,0.63,17,0,0,2025-12-12
ACC-1500,Company-1500,Healthcare,Pro,31062,2026-08-09,189,74,0.25,7,14,0,5,0.68,0.32,99,1,0,2025-12-13
ACC-1501,Company-1501,Retail,Enterprise,148650,2026-07-13,162,75,0.18,8,34,0,5,0.9,0.76,65,1,0,2026-01-03
ACC-1502,Company-1502,Finance,Enterprise,167634,2026-01-05,-27,61,0.11,7,40,1,7,0.93,0.68,39,1,0,2025-12-16
ACC-1503,Company-1503,Manufacturing,Basic,6425,2026-10-18,259,87,0.11,4,42,0,8,0.58,0.97,56,0,1,2025-12-14
ACC-1504,Company-1504,Manufacturing,Enterprise,90033,2026-10-04,245,84,0.24,2,13,0,7,0.58,1.0,33,0,1,2026-01-07
ACC-1505,Company-1505,Healthcare,Pro,37286,2026-07-21,170,74,0.25,7,21,0,9,0.75,0.75,22,0,0,2026-01-19
ACC-1506,Company-1506,Retail,Pro,44173,2026-07-30,179,73,0.46,2,17,0,4,0.46,0.74,91,1,0,2026-01-09
ACC-1507,Company-1507,Manufacturing,Pro,49240,2026-06-21,140,83,0.3,1,28,0,10,0.67,0.69,44,0,0,2026-01-23
ACC-1508,Company-1508,Finance,Basic,8908,2026-12-04,306,81,0.15,6,28,0,5,0.64,0.68,75,1,0,2026-01-28
ACC-1509,Company-1509,Retail,Pro,23183,2026-02-16,15,67,0.47,5,3,0,5,0.68,0.55,22,1,0,2026-01-21
ACC-1510,Company-1510,Retail,Pro,44987,2026-10-21,262,83,0.03,8,29,0,6,0.95,0.16,92,0,1,2026-01-01
ACC-1511,Company-1511,Healthcare,Pro,32189,2026-09-12,223,68,0.44,5,7,0,9,0.28,0.87,16,0,1,2025-12-26
ACC-1512,Company-1512,Technology,Basic,5873,2026-03-24,51,90,0.08,3,31,0,5,0.37,0.88,54,0,1,2025-12-26
ACC-1513,Company-1513,Finance,Pro,38415,2026-04-27,85,72,0.4,4,25,0,5,0.95,0.3,86,0,1,2026-01-08
ACC-1514,Company-1514,Healthcare,Basic,19718,2026-04-15,73,81,0.18,5,44,0,4,0.57,0.6,31,0,0,2025-12-18
ACC-1515,Company-1515,Technology,Enterprise,76913,2026-09-03,214,74,0.25,7,32,0,10,0.33,0.48,10,0,0,2026-01-13
ACC-1516,Company-1516,Retail,Pro,21073,2026-04-17,75,75,0.43,2,3,0,9,0.61,0.26,30,0,0,2026-01-17
ACC-1517,Company-1517,Manufacturing,Pro,36398,2026-11-04,276,78,0.12,8,47,0,6,0.39,0.6,19,0,0,2026-01-02
ACC-1518,Company-1518,Retail,Basic,6509,2026-01-31,-1,92,0.08,2,23,0,7,0.59,0.16,81,0,0,2026-01-24
ACC-1519,Company-1519,Retail,Pro,32702,2026-08-23,203,77,0.39,2,35,0,5,0.41,0.93,69,0,1,2026-01-24
ACC-1520,Company-1520,Retail,Pro,25689,2026-11-09,281,68,0.41,6,15,0,7,0.48,0.57,13,1,0,2025-12-09
ACC-1521,Company-1521,Retail,Enterprise,61484,2026-08-24,204,83,0.22,3,18,0,4,0.29,0.98,68,0,1,2026-01-11
ACC-1522,Company-1522,Finance,Enterprise,178002,2027-01-05,338,87,0.1,4,18,0,9,0.85,0.93,38,0,1,2025-12-14
ACC-1523,Company-1523,Finance,Enterprise,173754,2026-02-03,2,67,0.46,5,20,0,4,0.68,0.92,100,1,0,2025-12-21
ACC-1524,Company-1524,Healthcare,Basic,17576,2026-09-26,237,74,0.0,3,3,1,8,0.92,0.71,38,1,0,2025-12-31
ACC-1525,Company-1525,Finance,Enterprise,121567,2026-01-21,-11,76,0.48,0,33,0,7,0.32,0.61,10,0,0,2025-12-30
ACC-1526,Company-1526,Technology,Enterprise,146614,2026-02-11,10,90,0.09,3,47,0,6,0.78,0.83,96,0,1,2025-12-29
ACC-1527,Company-1527,Manufacturing,Enterprise,183865,2026-01-13,-19,68,0.44,5,47,0,5,0.36,0.84,21,1,0,2026-01-24
ACC-1528,Company-1528,Finance,Basic,8462,2026-05-02,90,87,0.18,2,28,0,10,0.46,0.87,10,0,1,2025-12-17
ACC-1529,Company-1529,Finance,Basic,13629,2026-04-19,77,78,0.04,0,44,1,8,0.99,0.16,49,1,0,2026-01-28
ACC-1530,Company-1530,Healthcare,Pro,31929,2026-10-25,266,74,0.12,0,37,1,6,0.85,0.72,43,1,0,2025-12-08
ACC-1531,Company-1531,Retail,Enterprise,220970,2026-02-03,2,69,0.47,4,25,0,5,0.31,0.13,93,1,0,2026-01-29
ACC-1532,Company-1532,Finance,Basic,10474,2026-12-08,310,79,0.15,7,4,0,9,0.68,0.7,40,0,0,2026-01-11
ACC-1533,Company-1533,Finance,Basic,15869,2026-04-17,75,95,0.1,0,35,0,9,0.37,0.35,95,0,0,2025-12-04
ACC-1534,Company-1534,Finance,Pro,30488,2026-08-16,196,76,0.29,5,11,0,6,0.43,0.7,20,0,0,2026-01-13
ACC-1535,Company-1535,Finance,Enterprise,86362,2027-01-06,339,66,0.36,8,44,0,5,0.17,0.41,25,1,0,2026-01-25
ACC-1536,Company-1536,Technology,Basic,6541,2026-10-10,251,79,0.15,7,44,0,10,0.37,0.3,12,0,0,2025-12-28
ACC-1537,Company-1537,Technology,Pro,20407,2026-02-03,2,98,0.01,1,24,0,8,0.2,0.13,78,0,0,2026-01-20
ACC-1538,Company-1538,Manufacturing,Enterprise,136710,2026-09-15,226,66,0.48,5,13,0,5,0.83,0.25,74,1,0,2026-01-27
ACC-1539,Company-1539,Healthcare,Pro,49052,2026-12-01,303,77,0.31,4,31,0,6,0.95,0.56,31,0,1,2026-01-03
ACC-1540,Company-1540,Healthcare,Enterprise,157558,2026-07-19,168,70,0.36,6,12,0,6,0.37,0.26,20,0,0,2025-12-03
ACC-1541,Company-1541,Manufacturing,Pro,27629,2026-08-13,193,70,0.33,7,24,0,7,0.39,0.42,85,0,0,2025-12-11
ACC-1542,Company-1542,Healthcare,Enterprise,173764,2026-01-30,-2,85,0.18,3,38,0,5,0.13,0.92,78,0,1,2026-01-02
ACC-1543,Company-1543,Finance,Enterprise,153969,2026-09-30,241,96,0.01,2,16,0,4,0.83,0.52,94,0,1,2026-01-23
ACC-1544,Company-1544,Retail,Enterprise,134950,2027-01-26,359,87,0.23,1,42,0,5,0.53,0.85,87,0,1,2026-01-13
ACC-1545,Company-1545,Manufacturing,Basic,16262,2026-08-13,193,78,0.13,8,33,0,10,0.92,0.14,58,0,1,2026-01-28
ACC-1546,Company-1546,Finance,Basic,9306,2026-10-15,256,70,0.37,6,11,0,6,0.88,0.14,92,0,1,2025-12-08
ACC-1547,Company-1547,Technology,Pro,43632,2026-12-16,318,64,0.4,8,13,0,8,0.29,0.43,19,0,0,2025-12-21
ACC-1548,Company-1548,Manufacturing,Pro,48033,2026-11-09,281,80,0.41,0,14,0,7,0.11,0.46,64,0,0,2025-12-11
ACC-1549,Company-1549,Retail,Basic,12410,2026-05-16,104,87,0.23,1,17,0,8,0.86,0.1,77,0,1,2025-12-29
ACC-1550,Company-1550,Manufacturing,Basic,7948,2027-01-02,335,83,0.1,6,22,0,7,0.7,0.38,59,0,0,2025-12-20
ACC-1551,Company-1551,Technology,Enterprise,209234,2026-11-21,293,85,0.26,1,5,0,8,0.56,0.11,69,0,0,2025-12-27
ACC-1552,Company-1552,Technology,Basic,11332,2026-10-12,253,74,0.37,4,43,0,7,0.59,0.77,33,0,1,2025-12-22
ACC-1553,Company-1553,Finance,Pro,47952,2026-07-19,168,85,0.22,2,14,0,9,0.5,0.91,32,0,1,2026-01-01
ACC-1554,Company-1554,Technology,Basic,14171,2026-06-23,142,82,0.13,6,13,0,6,0.5,0.24,85,0,0,2026-01-22
ACC-1555,Company-1555,Healthcare,Pro,42132,2026-12-10,312,78,0.16,7,35,0,9,0.61,0.36,93,0,0,2026-01-12
ACC-1556,Company-1556,Healthcare,Pro,34507,2026-12-13,315,77,0.39,2,27,0,4,0.34,0.39,66,0,0,2026-01-03
ACC-1557,Company-1557,Retail,Enterprise,234597,2026-05-14,102,88,0.05,5,43,0,8,0.64,0.49,100,0,0,2026-01-05
ACC-1558,Company-1558,Healthcare,Pro,34967,2026-04-19,77,100,0.01,0,24,0,6,0.72,0.17,17,0,0,2026-01-04
ACC-1559,Company-1559,Finance,Pro,37014,2026-11-01,273,77,0.34,3,48,0,9,0.41,0.8,88,0,1,2026-01-20
ACC-1560,Company-1560,Technology,Pro,38680,2026-11-20,292,72,0.44,3,14,0,6,0.41,0.17,97,0,0,2025-12-08
ACC-1561,Company-1561,Technology,Basic,19145,2026-09-07,218,75,0.35,4,48,0,9,0.72,0.34,54,0,0,2025-12-12
ACC-1562,Company-1562,Retail,Pro,31287,2026-02-22,21,81,0.22,4,46,0,4,0.84,0.19,48,0,1,2025-12-16
ACC-1563,Company-1563,Technology,Enterprise,226439,2026-11-27,299,64,0.44,7,25,0,10,0.21,0.87,60,1,0,2026-01-12
ACC-1564,Company-1564,Technology,Enterprise,160359,2026-11-29,301,92,0.09,2,18,0,8,0.98,0.82,90,0,1,2025-12-06
ACC-1565,Company-1565,Retail,Basic,12617,2026-01-13,-19,91,0.15,1,46,0,8,0.94,0.19,31,0,1,2025-12-06
ACC-1566,Company-1566,Technology,Pro,21548,2027-01-31,364,63,0.43,8,30,0,5,0.7,0.21,15,1,0,2026-01-04
ACC-1567,Company-1567,Finance,Pro,38732,2026-03-15,42,70,0.4,5,45,0,6,1.0,0.23,60,0,1,2025-12-31
ACC-1568,Company-1568,Finance,Enterprise,133479,2026-11-06,278,72,0.33,6,26,0,10,0.17,0.18,22,0,0,2026-01-20
ACC-1569,Company-1569,Manufacturing,Pro,38463,2026-04-12,70,82,0.2,4,14,0,5,0.58,0.75,49,0,0,2026-01-23
ACC-1570,Company-1570,Technology,Pro,44467,2026-05-07,95,89,0.02,5,5,0,5,0.47,0.74,60,0,0,2025-12-16
ACC-1571,Company-1571,Healthcare,Basic,15923,2026-01-02,-30,82,0.2,4,38,0,5,0.71,0.75,26,0,0,2025-12-10
ACC-1572,Company-1572,Finance,Pro,22846,2026-07-06,155,66,0.36,8,35,0,10,0.96,0.46,13,0,1,2026-01-08
ACC-1573,Company-1573,Finance,Pro,45807,2026-11-28,300,93,0.06,2,41,0,9,0.88,0.62,100,0,1,2026-01-30
ACC-1574,Company-1574,Healthcare,Pro,33240,2027-01-27,360,78,0.17,7,45,0,4,0.64,0.61,35,1,0,2026-01-23
ACC-1575,Company-1575,Manufacturing,Enterprise,201936,2026-07-03,152,59,0.5,8,22,0,5,0.86,0.32,24,1,0,2026-01-18
ACC-1576,Company-1576,Retail,Pro,22694,2026-02-26,25,80,0.13,7,23,0,10,0.9,0.86,57,0,1,2025-12-05
ACC-1577,Company-1577,Technology,Enterprise,213755,2026-05-02,90,80,0.21,5,12,0,8,0.5,0.59,64,0,0,2025-12-09
ACC-1578,Company-1578,Manufacturing,Pro,26718,2026-11-26,298,65,0.38,8,26,0,7,0.62,0.62,74,0,0,2026-01-07
ACC-1579,Company-1579,Retail,Pro,41077,2026-12-18,320,90,0.12,2,48,0,9,0.69,0.61,32,0,0,2025-12-10
ACC-1580,Company-1580,Retail,Pro,37497,2026-03-20,47,80,0.29,3,7,0,6,0.91,0.96,31,0,1,2026-01-23
ACC-1581,Company-1581,Manufacturing,Pro,42587,2026-02-02,1,65,0.46,6,48,0,8,0.94,0.7,53,1,0,2026-01-01
ACC-1582,Company-1582,Retail,Basic,18991,2026-10-25,266,75,0.43,2,48,0,6,0.94,0.39,81,0,1,2025-12-16
ACC-1583,Company-1583,Manufacturing,Basic,9021,2026-11-22,294,84,0.32,0,37,0,7,0.54,0.37,96,0,0,2026-01-05
ACC-1584,Company-1584,Technology,Enterprise,85183,2026-02-18,17,89,0.19,1,10,0,9,0.13,0.57,87,0,0,2025-12-12
ACC-1585,Company-1585,Healthcare,Enterprise,103925,2026-02-11,10,71,0.11,2,25,1,5,0.19,0.42,63,1,0,2026-01-28
ACC-1586,Company-1586,Healthcare,Basic,6061,2026-06-04,123,90,0.08,3,34,0,6,0.86,0.42,62,0,1,2026-01-13
ACC-1587,Company-1587,Healthcare,Pro,26225,2026-01-08,-24,82,0.08,7,10,0,7,0.6,0.92,63,0,1,2026-01-02
ACC-1588,Company-1588,Technology,Pro,41361,2026-12-25,327,92,0.13,1,17,0,8,0.37,0.68,97,0,0,2026-01-02
ACC-1589,Company-1589,Manufacturing,Basic,5229,2026-03-22,49,77,0.35,3,13,0,8,0.84,1.0,44,0,1,2026-01-19
ACC-1590,Company-1590,Manufacturing,Pro,28295,2026-05-27,115,71,0.47,3,48,0,8,0.17,0.67,16,0,0,2026-01-26
ACC-1591,Company-1591,Manufacturing,Enterprise,220049,2026-11-25,297,63,0.1,6,30,1,10,0.84,0.43,97,1,0,2025-12-29
ACC-1592,Company-1592,Manufacturing,Enterprise,155032,2026-10-21,262,84,0.29,1,6,0,4,0.54,0.12,79,0,0,2026-01-29
ACC-1593,Company-1593,Technology,Enterprise,142284,2026-12-20,322,84,0.13,5,35,0,9,0.41,0.24,94,0,0,2026-01-26
